NAMES
TOP LOIN PETITE ROAST/FILET
TOMATO
NABISCO
FREE RANGE
FUDGE
FORE
PORTION FAT FREE)
CRACKER BARREL
CINNAMON-RAISIN
W/CREME FILLING
LRG END (RIBS 6-9)
BNLSS
CROISSANTS
WHL MILK&BUTTER
NO SGR ADDED
BARLEY
FARINA
SUBWAY
WILD (NORTHERN PLAINS INDIANS)
FLAKED
CHOCOLATE SYRUP
FLAT HALF
PORK&BF
H2O
COTTAGE
VEG OIL SPRD
TOP SIRLOIN CAP STEK
OVEN-HEATED
SOUP)
UNPR
W/ ADDED VIT A & VITAMIN D
SYRUPS
FRUCTOSE
BNLESS
VACUUM PK
BBQ
MEAT ONLY
PANCAKES
SLICE
"PAPA JOHN'S 14"" CHS PIZZA"
PASSION-FRUIT JUC
PALM KERNEL (HYDROGENATED)
MECHANICALLY SEPARATED
PREP W/ EQ VOLUME H2O
FRENCH TOAST
SHLDR BREAST
ACORN
BEAR
NONFAT OR FAT FREE
BNE-IN
PEACHES
ORIGINAL RECIPE
PREP W/ TAP H2O
SIRLOIN HALF
INDIAN
CHUCK
PROT FORT
WHL (SHK&SIRL)
1% MILKFAT
JACKFRUIT
FORT
OVALTINE
"DOMINO'S 14"" SAUSAGE PIZZA"
BR
"DOMINO'S 14"" CHS PIZZA"
EX FIRM
DEHYD (LOW-MOISTURE)
CREAMY DRSNG
PREP W/ 80% MARGARINE
WHEAT BRAN
NOODLES
SWTND W/SUGAR
CARRABBA'S ITALIAN GRILL
AS PRCH
FLUID
"PIZZA HUT 14"" SAUSAGE PIZZA"
CHANNEL
POUT
YEL
DRUMSTICK PODS
BLADE (STEAKS)
 SEL
PUFFED
PUDDINGS
MATURE SEEDS
SLIMFAST
PREMATURE
"PIZZA HUT 12"" CHS PIZZA"
HEART
W/BNS
15% PROT
LOWER FAT
SHANK (FORE&HIND)
SUNFISH
DESSERTS
V8 SPLASH
ARM
VEG OIL-BUTTER SPRD
KELLOGG'S RAISIN BRAN
PASTA
SUNCHIPS
PIZZA CHAIN
COCOA MIX
LN&FAT
CHUCK EYE STEAK
TURNIP GRNS&TURNIPS
SWANSON
CRM
WAFFLES
SUNFLOWER SD BUTTER
BALSAM-PEAR (BITTER GOURD)
YAM
NON FAT
LEG SIRLOIN TIP RST
DK CHOC
TOASTEDS
H2O PK
BREAD
FRIED PIES
IMP
QUAKER
SMOKED LINK SAUSAGE
ARCHWAY HOME STYLE COOKIES
DISHCLOTH (TOWELGOURD)
SNACK CAKES
VITASOY USA ORGANIC NASOYA
ROTISSERIE
EGG ROLLS
JUICE SMOOTHIE
INST
GRAPE LEAVES
CHEESEBURGER; SINGLE
FIBERPLUS WAFFLES
ALL-PURPOSE
HOTDOG
SHORTBREAD
BLEACHED
VIRGINIA
KRNLS ON COB
VANILLA WAFERS
CHEDDAR OR AMERICAN
BLUE OR ROQUEFORT CHS DRSNG
SWT
HAMBURGER; SINGLE
CHC
CHICK & STARS SOUP
PREP W/ H2O
PINK&RED
CARDOON
CHICKPEAS
PLATE STK
FRENCH FR
CHAPATI OR ROTI
TENDERLOIN
PERSIMMONS
GIZZARD
CONFECTIONER'S COATING
60% FAT
W/PNUT BUTTER FILLING
W/BF&CHS
SQUAB
PAST
LT&DK MEAT
W/ ARA & DHA
PAN-BRL
UNDER BLADE STEAK
BEVERAGES
SOYBN (HYDR)&CTTNSD
MEXICAN
STOCK
FRESH
INST OATMEAL
EYE RND
LN
CHICK CORN CHOWDER
CROOKNECK&STRAIGHTNECK
KING
PORK LOIN
SML END (RIBS 10-12)
STRAWBERRY BANANA
RYE
MASA
PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)
SUCCOTASH
COMM
SOYBN
POP-TARTS
KASHI
SESAME SEEDS
ENGLISH
EX HVY SYRUP
SEL
GRLLD
FLAVORS OTHER THAN CHOC
TOP LOIN
PUDD
UND BLE CNTR STK
FISH
CATSUP
LETTUCE
IN SKN
DRY PDR
W/ SKN
CHOC CHIP
TOP LOIN PETITE RST
DEN CUT
CHOC CHIP COOKIES
W/ SUGAR
NECK CHOPS
PREP W/ 2% MILK
VEG
DILL WEED
CND
ALASKA KING
PARMESAN
UNENRICHED
RISING CRUST
RACK - PARTLY FRENCHED
REGULAR
CALIFORNIA RED
LATE HARVEST
 CHNKY MICRO BOWL
TREE FERN
CROUTONS
W/ CINN & SPICE
WHOLE-GRAIN
95% LN MEAT / 5% FAT
AUST. MARBLE SCORE 9
SANDWICH SPREAD
WO/ VIT C
ROUGHY
"PIZZA HUT 14"" CHS PIZZA"
PARSNIPS
CHUMP
3.25% MILKFAT
SPAGHETTIOS
WHITEFISH
FUDGE STKS
W/ SALT ADDED
FRUIT SALAD
CHEESE
REG PK
CHEWING GUM
LEG CAP STEAK
DRIED
WAGYU
MOIST HEAT
CHIVES
VODKA
RND
ULTIMATE DEEP DISH CRUST
EDAMAME
ORANGE JUC
W/APPLSAUC&BANANAS
GREEK
RICE & VERMICELLI MIX
LO CAL
BORAGE
DRY RSTD
CHEEZ-IT
WHITING
LONG-GRAIN
SWEETENERS
11 GRAMS PROT PER 8 OZ
RAVIOLI
PNUT
SIRLOIN
CND IN OIL
DICES
RAMEN NOODLE
WO/SALT
ROLLED
W/ SKN (ALASKA NATIVE)
SUGARS
PAN-BROIL
BROWN
SCUP
TROPICAL
APPL
TODDLER
ME JO
 GRANO BAR
CHOC COVERED
PREP W/ WHL MILK
BARBECUE-FLAVOR
TURKEY BREAST
(PIGEON)
CHICKEN PATTY
KELLOGG'S POP TARTS
SALAD
SHORTENING FRYING (HVY DUTY)
FRUIT COCKTAIL
SPLIT
BOSTON (STEAKS)
SUBMARINE SNDWCH
VALENCIA
SCALLPD
APPLES
SOFT-TYPE
ROLLS
MATZO
GRS-FED
OYSTER BLADE
PRTRHS STEAK
FRUIT
COOKIES
TOASTER PASTRIES
BUTTERSCOTCH
BROADBEANS
SWT POTATOES
YOUNG LEAVES
UNSPEC OILS
SALAMI
CISCO
TOSSED
FAT-FREE
FULLY CKD
BROWNIES
 MEAD JOHNSON
COLESLAW
PEPPER
SMART SOUP
FRUIT PUNCH DRK
FAT FREE)
NUT CRISP CRACKERS
BROWN&SERVE
MOCK TENDER STEAK
PREP FROM RECIPE WO/FRSTNG
CHIPS DELUXE
CREAMY TOMATO SOUP
COLLARDS
PAR FR
CHK EYE CNTRY-STYLE RIBS
ICED LEMONADE COOKIES
LT SYRUP
REG PATTY
COUNTRY-STYLE RIBS
W/PNUTS
TOP LOIN FILET
W/ ADDED VIT A & D
THIGH
EGG CUSTARDS
MONTEREY
ANIMALS
BAKING PDR
REG PATTY; PLN
SKIPJACK
FROM WHL BIRD
BOX MIX W/ CHS SAU
CREAM SUB
LT SYRUP PK
CHICK
ROSEMARY
TOP LOIN STEAK
SUPREME TOPPING
POTATO
SPINY LOBSTER
FRUIT LEATHER
W/BROTH
BURGER KING
OAT BRAN
EXTERNAL FAT
CTTNSD
BUCKWHEAT
USDA SEL
GIBLETS
W/ CONDMNT & VEG
SIMMRD
PINEAPPLE
W/2% MAPLE
MUSCLE MILK
BLACK
VEGETABLES
MATURE
PREP
FRITOLAY
MOZZARELLA
"0"" FT"
OR
BF BROTH OR BOUILLON
BONE REMOVED
STORE BRAND
ORANGE
FISH SNDWCH
LOIN
REG
MIXED SPECIES
T-BONE STEAK
OLIVES
LIQ
DOCK
MUSHROOM W/ BF STOCK
SPARERIBS
SHLDR CLOD
W/VEG
WATER
SPAGHETTI W/ POMODORO SAU
CNTR LOIN (ROASTS)
CHOPD
PURPLE
CHESTNUTS
CRACKERS
SOY SAU
EXTERNAL FAT ONLY
QUICK
COFFEECAKE
USDA CMDTY
RTD
ELK
TOMATO PRODUCTS
CORN
TOTAL EDIBLE
MEAT OLY
SAUTEED
LEMONADE
MOTHBEANS
CURED
GRIDDLE CAKE SNDWCH
W/ ADDED VIT C & CA
HAM & H2O PRODUCT
VANILLA EXTRACT
MICROWAVE
BARBECUE
MOLASSES
ABBOTT
ENR (N X 6.25)
SAUERKRAUT
MALT-O-MEAL
CHEESEBURGER; DOUBLE
SUNFLOWER SD KRNLS
LIGHTLY SALTED
DANISH PASTRY
POPPYSEED
TOMATOES
DRY HEAT
PATTY
LC
PROVOLONE
BLADE
A BF RST
CUBED FOR STEW (LEG&SHLDR)
FLAN
HUBBARD
HONEY NUT CHEERIOS
STK FRIES
EXTRUDED
SILKEN
CHICK FINGERS
PANCAKE
FORMULATED BAR
RTL CUTS
SPLEEN
CNTR LOIN (CHOPS)
ENHCD
WHEATENA
HOME RECIPE
DRND SOL
CH
CHEDDAR OR COLBY
PUDDING-TYPE
CKD W/H2O
 SIMIL
SAU
DRIED (ALASKA NATIVE)
YELLOW
CINN
JR. HAMBURGER
RIB EYE RST
PINA COLADA
SIRLOIN (ROASTS)
ALCOHOLIC BEV
"0"" F"
SHRT LN
 ENFAMI
SUBCUTANEOUS FAT
"1/4""FAT"
TURNIPS
ENERGY DRK
HAM W/ NAT JUICES
TOMATO RICE
NUTRI-GRAIN
TAQUITOS
WINE
CHICK VEG
SOYMILK
GAME MEAT BISON
CHK EYE RST
ORIGINAL
CHS QUESADILLA
TORTILLAS
SUN COUNTRY
EX CRISPY
PLATE STEAK
EMU
CELERY
REST-PREP
 MEAD JOHNS
W/ IR
UNDR BLDE POT RST
LEAFY TIPS
GRIPZ
MILK CHOC
CNTR RIB (CHOPS)
RB
ZUCCHINI
PICKLED
VEGETARIAN VEG
KRAFT
COMP OF CUTS
POPPY
MOUSE NUTS
THIN CRUST
OUTSIDE RND
SKN (DRUMSTICKS & THIGHS)
PLUMS
CHILI BF
PIE CRUST
CHICK W/ DUMPLINGS
LN & FT
BAKER'S TREASURES
STMD
9 GRAMS PROT PER 8 OZ
MCDONALD'S
ITALIAN
LT
CHICK NOODLE
CRMD
80% LN MEAT / 20% FAT
W/ ADDED OIL
PUMPKIN&SQUASH SEEDS
QUAKER MULTIGRAIN OATMEAL
SQUARE-CUT SHLDR CHOPS
&E
BUTTERNUT
TOP RND RST
SOBA
ROASTING
PEACH COBBLER
1 MINUTE
FAMILY STYLE
VEG SOUP
NO SUGAR ADDED
SOL&LIQ
RIB EYE STK
COOKIE-TYPE
FAMOUS AMOS
NAT
REFRIED BNS
AGAR
GRILD
BOLAR BLADE
VITASOY USA
PAN-BROWNED
FAST FRIED
HOLIDAY
UNHTD
MXD VEG
NOT CHOC
BRKFST STRIPS
PEANUT BUTTER
COLA
BLUE
SIRLOIN (CHOPS)
CARROTS
LEMON MERINGUE
TOP LOIN PETITE RST/FILET
UNDIL
PEPPERS
REFR
SWEET POTATO LEAVES
DOLPHINFISH
CAKE-TYPE
FAST RSTD
LRG DEEP DISH CRUST
SLCE
PNUT BUTTER ON CHS CRACKERS
RAW (ALASKA NATIVE)
NA
HERSHEY
SHIITAKE
GINKGO NUTS
OIL
SAUSAGE
CHINOOK
UNDBL CNTR STK
MOTHER'S
TABLE
PREP W/ EQ VOLUME MILK
LOW SODIUM
CRESS
W/BANANAS
TIP CNTR
GUINEA HEN
NON-FAT
"0"" FA"
BREYERS
SOL&LIQUIDS
HIGHER FAT
SWAMP CABBAGE
ROCKFISH
SHORTENING
WINTER
(N X 6.25)
NACHOS
SLOW RSTD
O'BRIEN
MIXED NUTS
APRICOTS
PIZZA
FRZ CONC
BEAR NAKED NUT CLUSTER CRUNCH
GRASS-FED
SOYMILK (ALL FLAVORS)
RED FAT CRACKERS
W/ CONDMNT
GROUPER
WINGED BNS
CHEESE-FILLED
STELLER
YEAST
FRANKFURTER
TOMATO JUC
BANANA
 CKD
SEAWEED
EX LT SYRUP PK
USDA CMDTY FD
LN&FT
SKN
TAPIOCA
MARGARINE
MUSTARD GRNS
NOT REHTD
COCOA
SPEARMINT
FEET
CHEESE-FLAVOR
PUMPKIN&SQUASH SD KRNLS
COUSCOUS
YELLOWTAIL
BUCKWHEAT GROATS
TENDERLOIN STK
FRESHWATER
DEHYD
TIP SIDE
POTATO PUFFS
BROADBEANS (FAVA BNS)
CARAMEL
 CH
BROILER
MED
TAP
BLS
STURGEON
SALAD OR COOKING
PREP FROM MIX
COND
RED SUGAR
13% PROT
K
ORANGE-FLAVOR DRK
NO SALT ADDED
BEVERAGE
COCNT CRM
CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS
BOLTED
LRG PATTY; PLN
SUN-DRIED
BRISKET POINT END
RUMP CENTRE
SHARK
&BF SAUSAGE
TANGERINES
CHOCOLATE-COATED
BREADED
WHL
STEAM MEAL
V8 SPLASH JUC DRINKS
PREP W/NIGARI
CHUCK FOR STEW
BLACK TURTLE
SPL K
ICE CRM SNDWCH
CARROT
TOP SIRLOIN
GRAHAM CRACKERS
RIB EYE STK/RST
ARM POT RST
FORMULAT BAR
SEAM FAT ONLY
VEG&NOODLES&TURKEY
RIPE
KIPPERED
STRIPLOIN
BNLS
BISCUIT
NON-ENHANCED
FRENCH TOASTER STKS
FLESH
RAW OR UNHTD
RINGED
BEEF SAUSAGE
OR BKD
FLAP
WHEAT
BISCUITS
CROISSANT
CAMPBELL'S SOUP ON THE GO
BEARDED (OOGRUK)
CKD IN SKN
IN-STORE BAKERY
RANCH DRSNG
TOP SIRLN CAP STK
DEHYD (LO MOIST)
W/ VIT C
RABBIT
FRUIT JUC DRK
BEAN W/ PORK
ENHCED
KASHI HEART TO HEART
ALMOND MILK
COMP (LEG
SHLDR POT RST OR STEAK
FIREWEED
CUSTARD PUDD
KASHI GOLEAN
ZEVIA
PRICKLY PEARS
SCALLOP
GRAPES
NZ
 ENFA
COD
BONE-IN
OUT RND
VAR MEATS&BY-PRODUCTS
GRSSFD
HVY SYRUP PK
DOMESTICATED
RST
TOPPINGS
UNSALTED
FAT FREE
MAYONNAISE
FAT
DEER
PREP W/ MARGARINE
MUSHROOMS
THIN SEEDED (BABY)
DOUBLE CHEESEBURGER
SPL DIETARY
ESPRESSO
BEERWURST
FISH OIL
PEANUTS
SIMILAC
SINGLE SERVE
SML END RB STK/RST
CANADIAN BACON
APRICOT W/TAPIOCA
TOP LN STK/RST
HADDOCK
CHUNKY
TAHITIAN
PINTO
CAPONS
FLAT
RIB RST
TORTILLA
MUSTARD SPINACH
THICK & FLUFFY
UNENR
LATINO
ENRICHED
15% FAT
W/EGG
CORNBREAD
SNDWCH
CREAM
BKD
APPLEBEE'S
NO-BAKE TYPE
RICE PILAF FLAVOR
EYE OF RND RST
TARO LEAVES
GRLD
BREADED&FRIED
PIE
OIL-ROASTED
85% LN
KEEBLER
CHINESE RESTAURANT
BF BROTH
FRESH-REFRIGERATED
PAST PROCESS
BELUGA
CORN CAKES
GRAPE JUC
CHINESE (PE-TSAI)
PAN CRUST
SHDR TNDR
YOGURT
SEEDS
ARM PICNIC
NUTRAMIGEN
ON THE BORDER
CHCK
CND IN H2O
BRISKET NAVAL END
PIGEON PEAS (RED GM)
GAME MEAT
DANNON OIKOS
RSTD
PEACH MANGO
LO IRON
TEMPEH
CANOLA
PASTA MIX
UNTREATED
LOIN SADDLE
TOSTADA
SOAKED & FRIED
INSIDE LEG
NEW ENGLAND CLAM CHOWDER
SUNFLOWER
CEREAL
PURSLANE
BRAIN
COFFEE
OCEAN
SESAME)
SALT NOT ADDED IN PROC
